text,label
"After piloting , the instrument will be further developed according to the experiences gained ",neutral
"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th ",neutral
The combined value of the orders is EUR 45mn ,neutral
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ",neutral
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 ",negative
Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly ,neutral
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 ",negative
"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device ",neutral
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta ",neutral
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes ,positive
"The business goals for 2009 will realize with the temporary lay-offs carried out in the summer of 2009 , and with other savings measures ",neutral
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year ",positive
The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway ,positive
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 ,negative
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters ",neutral
Net profit fell by almost half to +� 5.5 million from +� 9.4 million at the end of 2007 ,negative
`` I see my new post as an inspiring challenge ,neutral
"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia ",neutral
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 ,neutral
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago ",negative
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs ",positive
Eriikka S+�derstr+�m has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks ,neutral
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year ",positive
"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications ",neutral
Our superior customer centricity and expertise in digital services set us apart from our competitors ,positive
"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer ",neutral
"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit ",positive
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 ",positive
The value of the order is USD 2.3 mn ,neutral
It is now the leading private road ambulance service company in Finland ,positive
"Finnish W+�rtsil+� that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia ",neutral
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley ",neutral
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period ",positive
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania ",positive
"The parties have agreed not to disclose the price of the deal , the group said in a press release ",neutral
Electricity consumption grows with higher frequencies ,neutral
"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery ",positive
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 ",negative
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float ",neutral
The company expects to open its first online shop in the US in the summer in 2011 ,neutral
"The competition was received with great enthusiasm by the employees , he goes on ",positive
Cargo volume grew by 7 % ,positive
Financial terms were n't disclosed ,neutral
The new chain has 700 discount stores and 250 supermarkets ,neutral
"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness ",neutral
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A ",neutral
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway ,neutral
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 ,neutral
The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed ,neutral
Other details were not provided ,neutral
The total capacity of the factory will be approximately 100 engines a year ,neutral
"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner ",neutral
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . '",positive
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process ,neutral
"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. ",neutral
The company will use the assets for strengthening its balance sheet and financial position ,positive
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking ,positive
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 ",negative
"The order also covers design services , hardware , software licences , as well as maintenance services over six years ",neutral
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix ",neutral
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process ,neutral
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 ",negative
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+�rbindelsen bridge in Gothenburg in Sweden ,positive
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 ",positive
The bridge will be built to the south of the existing bridge spanning the strait ,neutral
"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations ",neutral
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 ",positive
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market ",positive
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday ",neutral
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 ",positive
"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station ",neutral
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki ,negative
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) ,neutral
"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker ",positive
"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 ",positive
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 ,positive
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % ",neutral
The price will be specified at the completion date ,neutral
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent ",neutral
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members ,negative
"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products ",neutral
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis ,neutral
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees ",neutral
The bond has a value of EUR150m and a maturity of 4 years ,neutral
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 ,positive
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo ",neutral
"More than 50,000 tonnes of asphalt mix will be used in the contract ",neutral
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 ,neutral
The company will be part of Teleste 's Video and Broadband Solutions business area ,neutral
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running ,negative
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time ",neutral
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+�cs , where the company has two plants ",positive
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum ",neutral
"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear ",neutral
SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solution,neutral
The policy was also aimed at making the companies more profitable and competitive ,positive
Viking Line has canceled some services ,negative
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM ",positive
Sales fell abroad but increased in Finland ,neutral
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier ",negative
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely ",positive
"Following the issue , the number of shares in the Swedish company will grow by 9 % ",neutral
The webcast may be followed online on the company website at www.ruukki.com/investors ,neutral
"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks ",neutral
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR ",neutral
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 ",neutral
The cooperation will double The Switch 's converter capacity ,positive
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 ",positive
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 ",neutral
N-Viro operates processing facilities independently as well as in partnership with municipalities ,neutral
"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 ",neutral
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 ",neutral
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company ",neutral
Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably ,positive
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live ,neutral
The company has exported into about twenty European countries as well as to Africa ,neutral
"The parties have agreed not to disclose the price of the deal , the group said in a press release ",neutral
"Cathay Forest 's strategy is to develop sustainable , regenerative forest assets ",neutral
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry ",neutral
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis ,negative
"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization ",positive
"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment ",neutral
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 ,neutral
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications ",neutral
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 ,neutral
The company has an annual turnover of EUR32 .8 m,neutral
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) ,neutral
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 ",neutral
"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice ",neutral
"INTERNET BUSINESS NEWS - -� 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers ",neutral
"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezue",positive
"As a result , the company currently anticipates net sales to increase and the operating result to be positive ",positive
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company ",neutral
Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services ,neutral
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 ",positive
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said ",positive
"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs ",negative
The agreement strengthens our long-term partnership with Nokia Siemens Networks ,positive
"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland ",positive
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 ",neutral
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings ",neutral
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria ,neutral
You are warmly welcome ,neutral
Net cash flow from operations is expected to remain positive ,positive
Sanoma News ' advertising sales decreased by 22 % during the year ,negative
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier ,negative
All depends on financing ,neutral
Marathon estimates the value of its remaining stake in Protalix at $ 27 million ,neutral
Sales in Finland rose by 3.9 % and international growth was 0.7 % ,positive
"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper ",positive
In Sweden the agreement covers data communication services as well ,neutral
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system ",neutral
It also has potential clients in the growing environmental and recycling technology sectors ,neutral
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before ",negative
Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy ,neutral
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added ",positive
The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti ,neutral
"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years ",neutral
M2 Communications disclaims all liability for information provided within information on on the world wide web ,neutral
Marimekko Group 's full-year net sales are estimated to increase by about 10 % ,positive
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago ",neutral
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 ",positive
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 ",positive
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis ,positive
"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday ",positive
The production is to be liquidated before June 2009 and 325 employees loose their jobs ,negative
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 ,negative
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 ",negative
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 ",positive
"You need to be ready when the window opens up , Rosberg said ",neutral
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live ,neutral
The adjustment measures will be carried out in phases to secure the delivery capability ,neutral
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year ",positive
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red ,negative
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn ",neutral
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki ",neutral
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn ",positive
"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 ",positive
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . ",negative
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 ",positive
"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 ",positive
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 ",negative
"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market ",positive
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents ",neutral
Estonia 's beer market overall grew three percent last year to 130 million liters ,positive
"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said ",negative
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative ,negative
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January ,neutral
After 1 April 2007 Cencorp will not have any own employees in the territory ,neutral
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite ",neutral
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio ",neutral
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan ,positive
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 ,positive
Eriikka S+�derstr+�m has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks ,neutral
"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks ",positive
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 ",positive
Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally ,neutral
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . '",neutral
The closing of such transaction took place today ,neutral
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. ",negative
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 ",negative
The Oulu plant employs approximately 120 people ,neutral
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters ",positive
"`` The biggest challenge was to make the piece look raw , '' Hansen said ",neutral
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue ",negative
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February ",positive
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V ,positive
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) ",neutral
The reductions will be implemented mainly in the course of the first half of 2009 ,neutral
Rihko said the sale will enable the company to concentrate on its grain-based business ,neutral
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme ",neutral
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underper",negative
The group had an order book of EUR 7.74 mn at the end of 2007 ,neutral
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 ",neutral
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 ",negative
Net sales in 2008 are expected to be on the same level as in 2007 ,neutral
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 ",negative
No financial details were revealed ,neutral
"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks ",neutral
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 ",negative
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services ",neutral
"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market ",positive
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn ,positive
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 ,positive
"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces ",neutral
"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications ",neutral
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 ",negative
The EPS improved to EUR0 .38 from EUR0 .27 ,positive
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % ",neutral
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members ,negative
All rights reserved ,neutral
The value of the order is USD 2.2 mn ,neutral
"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany ",neutral
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 ",positive
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations ",negative
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 ",positive
The orders also include a few high-power drives for the control of seismic compressors ,neutral
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+�rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy ",neutral
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays ",neutral
The sale price was not disclosed ,neutral
The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent ,neutral
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages ,neutral
There did not seem to be enough hours in a day for Pekkarinen ,neutral
"The payment date is March 25 , 2010 ",neutral
Automation makes it possible to conduct several tests simultaneously ,neutral
"Tiimari 's registered share capital is 16,474,755 shares as per today ",neutral
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing ,positive
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy ,neutral
We have made long-term investments in developing the system 's implementation model ,neutral
This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation ,neutral
Rapala Fishing Frenzy 2009 ,neutral
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties ",neutral
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia ",positive
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates ",negative
The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts ,neutral
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki ,neutral
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 ",positive
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households ",negative
Closing of such transaction took place today ,neutral
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built ",neutral
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn ",positive
Revenues at the same time grew 14 percent to 43 million euros ,positive
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight ",neutral
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 ,positive
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services ",positive
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 ,negative
